Entity,Code,Day,facial_coverings,,
Bangladesh,BGD,24/7/20,4,,
Bangladesh,BGD,25/7/20,4,,
Bangladesh,BGD,26/7/20,4,,
Bangladesh,BGD,27/7/20,4,,
Bangladesh,BGD,28/7/20,4,,
Bangladesh,BGD,29/7/20,4,,
Bangladesh,BGD,30/7/20,4,,
Bangladesh,BGD,31/7/20,4,,
Bangladesh,BGD,1/8/20,4,,
Bangladesh,BGD,2/8/20,4,,
Bangladesh,BGD,3/8/20,4,,
Bangladesh,BGD,4/8/20,4,,
Bangladesh,BGD,5/8/20,4,,
Bangladesh,BGD,6/8/20,4,,
Bangladesh,BGD,7/8/20,4,,
Bangladesh,BGD,8/8/20,4,,
Bangladesh,BGD,9/8/20,4,,
Bangladesh,BGD,10/8/20,4,,
Bangladesh,BGD,11/8/20,4,,
Bangladesh,BGD,12/8/20,4,,
Bangladesh,BGD,13/8/20,4,,
Bangladesh,BGD,14/8/20,4,,
Bangladesh,BGD,15/8/20,4,,
Bangladesh,BGD,16/8/20,4,,
Bangladesh,BGD,17/8/20,4,,
Bangladesh,BGD,18/8/20,4,,
Bangladesh,BGD,19/8/20,4,,
Bangladesh,BGD,20/8/20,4,,
Bangladesh,BGD,21/8/20,4,,
Bangladesh,BGD,22/8/20,4,,
Bangladesh,BGD,23/8/20,4,,
Bangladesh,BGD,24/8/20,4,,
Bangladesh,BGD,25/8/20,4,,
Bangladesh,BGD,26/8/20,4,,
Bangladesh,BGD,27/8/20,4,,
Bangladesh,BGD,28/8/20,4,,
Bangladesh,BGD,29/8/20,4,,
Bangladesh,BGD,30/8/20,4,,
Bangladesh,BGD,31/8/20,4,,
Bangladesh,BGD,1/9/20,4,,
Bangladesh,BGD,2/9/20,4,,
Bangladesh,BGD,3/9/20,4,,
Bangladesh,BGD,4/9/20,4,,
Bangladesh,BGD,5/9/20,4,,
Bangladesh,BGD,6/9/20,4,,
Bangladesh,BGD,7/9/20,4,,
Bangladesh,BGD,8/9/20,4,,
Bangladesh,BGD,9/9/20,4,,
Bangladesh,BGD,10/9/20,4,,
Bangladesh,BGD,11/9/20,4,,
Bangladesh,BGD,12/9/20,4,,
Bangladesh,BGD,13/9/20,4,,
Bangladesh,BGD,14/9/20,4,,
Bangladesh,BGD,15/9/20,4,,
Bangladesh,BGD,16/9/20,4,,
Bangladesh,BGD,17/9/20,4,,
Bangladesh,BGD,18/9/20,4,,
Bangladesh,BGD,19/9/20,4,,
Bangladesh,BGD,20/9/20,4,,
Bangladesh,BGD,21/9/20,4,,
Bangladesh,BGD,22/9/20,4,,
Bangladesh,BGD,23/9/20,4,,
Bangladesh,BGD,24/9/20,4,,
Bangladesh,BGD,25/9/20,4,,
Bangladesh,BGD,26/9/20,4,,
Bangladesh,BGD,27/9/20,4,,
Bangladesh,BGD,28/9/20,4,,
Bangladesh,BGD,29/9/20,4,,
Bangladesh,BGD,30/9/20,4,,
Bangladesh,BGD,1/10/20,4,,
Bangladesh,BGD,2/10/20,4,,
Bangladesh,BGD,3/10/20,4,,
Bangladesh,BGD,4/10/20,4,,
Bangladesh,BGD,5/10/20,4,,
Bangladesh,BGD,6/10/20,4,,
Bangladesh,BGD,7/10/20,4,,
Bangladesh,BGD,8/10/20,4,,
Bangladesh,BGD,9/10/20,4,,
Bangladesh,BGD,10/10/20,4,,
Bangladesh,BGD,11/10/20,4,,
Bangladesh,BGD,12/10/20,4,,
Bangladesh,BGD,13/10/20,4,,
Bangladesh,BGD,14/10/20,4,,
Bangladesh,BGD,15/10/20,4,,
Bangladesh,BGD,16/10/20,4,,
Bangladesh,BGD,17/10/20,4,,
Bangladesh,BGD,18/10/20,4,,
Bangladesh,BGD,19/10/20,4,,
Bangladesh,BGD,20/10/20,4,,
Bangladesh,BGD,21/10/20,4,,
Bangladesh,BGD,22/10/20,4,,
Bangladesh,BGD,23/10/20,4,,
Bangladesh,BGD,24/10/20,4,,
Bangladesh,BGD,25/10/20,4,,
Bangladesh,BGD,26/10/20,4,,
Bangladesh,BGD,27/10/20,4,,
Bangladesh,BGD,28/10/20,4,,
Bangladesh,BGD,29/10/20,4,,
Bangladesh,BGD,30/10/20,4,,
Bangladesh,BGD,31/10/20,4,,
Bangladesh,BGD,1/11/20,4,,
Bangladesh,BGD,2/11/20,4,,
Bangladesh,BGD,3/11/20,4,,
Bangladesh,BGD,4/11/20,4,,
Bangladesh,BGD,5/11/20,4,,
Bangladesh,BGD,6/11/20,4,,
Bangladesh,BGD,7/11/20,4,,
Bangladesh,BGD,8/11/20,4,,
Bangladesh,BGD,9/11/20,4,,
Bangladesh,BGD,10/11/20,4,,
Bangladesh,BGD,11/11/20,4,,
Bangladesh,BGD,12/11/20,4,,
Bangladesh,BGD,13/11/20,4,,
Bangladesh,BGD,14/11/20,4,,
Bangladesh,BGD,15/11/20,4,,
Bangladesh,BGD,16/11/20,4,,
Bangladesh,BGD,17/11/20,4,,
Bangladesh,BGD,18/11/20,4,,
Bangladesh,BGD,19/11/20,4,,
Bangladesh,BGD,20/11/20,4,,
Bangladesh,BGD,21/11/20,4,,
Bangladesh,BGD,22/11/20,4,,
Bangladesh,BGD,23/11/20,4,,
Bangladesh,BGD,24/11/20,4,,
Bangladesh,BGD,25/11/20,4,,
Bangladesh,BGD,26/11/20,4,,
Bangladesh,BGD,27/11/20,4,,
Bangladesh,BGD,28/11/20,4,,
Bangladesh,BGD,29/11/20,4,,
Bangladesh,BGD,30/11/20,4,,
Bangladesh,BGD,1/12/20,4,,
Bangladesh,BGD,2/12/20,4,,
Bangladesh,BGD,3/12/20,4,,
Bangladesh,BGD,4/12/20,4,,
Bangladesh,BGD,5/12/20,4,,
Bangladesh,BGD,6/12/20,4,,
Bangladesh,BGD,7/12/20,4,,
Bangladesh,BGD,8/12/20,4,,
Bangladesh,BGD,9/12/20,4,,
Bangladesh,BGD,10/12/20,4,,
Bangladesh,BGD,11/12/20,4,,
Bangladesh,BGD,12/12/20,4,,
Bangladesh,BGD,13/12/20,4,,
Bangladesh,BGD,14/12/20,4,,
Bangladesh,BGD,15/12/20,4,,
Bangladesh,BGD,16/12/20,4,,
Bangladesh,BGD,17/12/20,4,,
Bangladesh,BGD,18/12/20,4,,
Bangladesh,BGD,19/12/20,4,,
Bangladesh,BGD,20/12/20,4,,
Bangladesh,BGD,21/12/20,4,,
Bangladesh,BGD,22/12/20,4,,
Bangladesh,BGD,23/12/20,4,,
Bangladesh,BGD,24/12/20,4,,
Bangladesh,BGD,25/12/20,4,,
Bangladesh,BGD,26/12/20,4,,
Bangladesh,BGD,27/12/20,4,,
Bangladesh,BGD,28/12/20,4,,
Bangladesh,BGD,29/12/20,4,,
Bangladesh,BGD,30/12/20,4,,
Bangladesh,BGD,31/12/20,4,,
Bangladesh,BGD,1/1/21,4,,
Bangladesh,BGD,2/1/21,4,,
Bangladesh,BGD,3/1/21,4,,
Bangladesh,BGD,4/1/21,4,,
Bangladesh,BGD,5/1/21,4,,
Bangladesh,BGD,6/1/21,4,,
Bangladesh,BGD,7/1/21,4,,
Bangladesh,BGD,8/1/21,4,,
Bangladesh,BGD,9/1/21,4,,
Bangladesh,BGD,10/1/21,4,,
Bangladesh,BGD,11/1/21,4,,
Bangladesh,BGD,12/1/21,4,,
Bangladesh,BGD,13/1/21,4,,
Bangladesh,BGD,14/1/21,4,,
Bangladesh,BGD,15/1/21,4,,
Bangladesh,BGD,16/1/21,4,,
Bangladesh,BGD,17/1/21,4,,
Bangladesh,BGD,18/1/21,4,,
Bangladesh,BGD,19/1/21,4,,
Bangladesh,BGD,20/1/21,4,,
Bangladesh,BGD,21/1/21,4,,
Bangladesh,BGD,22/1/21,4,,
Bangladesh,BGD,23/1/21,4,,
Bangladesh,BGD,24/1/21,4,,
Bangladesh,BGD,25/1/21,4,,
Bangladesh,BGD,26/1/21,4,,
Bangladesh,BGD,27/1/21,4,,
Bangladesh,BGD,28/1/21,4,,
Bangladesh,BGD,29/1/21,4,,
Bangladesh,BGD,30/1/21,4,,
Bangladesh,BGD,31/1/21,4,,
Bangladesh,BGD,1/2/21,4,,
Bangladesh,BGD,2/2/21,4,,
Bangladesh,BGD,3/2/21,4,,
Bangladesh,BGD,4/2/21,4,,
Bangladesh,BGD,5/2/21,4,,
Bangladesh,BGD,6/2/21,4,,
Bangladesh,BGD,7/2/21,4,,
Bangladesh,BGD,8/2/21,4,,
Bangladesh,BGD,9/2/21,4,,
Bangladesh,BGD,10/2/21,4,,
Bangladesh,BGD,11/2/21,4,,
Bangladesh,BGD,12/2/21,4,,
Bangladesh,BGD,13/2/21,4,,
Bangladesh,BGD,14/2/21,4,,
Bangladesh,BGD,15/2/21,4,,
Bangladesh,BGD,16/2/21,4,,
Bangladesh,BGD,17/2/21,4,,
Bangladesh,BGD,18/2/21,4,,
Bangladesh,BGD,19/2/21,4,,
Bangladesh,BGD,20/2/21,4,,
Bangladesh,BGD,21/2/21,4,,
Bangladesh,BGD,22/2/21,4,,
Bangladesh,BGD,23/2/21,4,,
Bangladesh,BGD,24/2/21,4,,
Bangladesh,BGD,25/2/21,4,,
Bangladesh,BGD,26/2/21,4,,
Bangladesh,BGD,27/2/21,4,,
Bangladesh,BGD,28/2/21,4,,
Bangladesh,BGD,1/3/21,4,,
Bangladesh,BGD,2/3/21,4,,
Bangladesh,BGD,3/3/21,4,,
Bangladesh,BGD,4/3/21,4,,
Bangladesh,BGD,5/3/21,4,,
Bangladesh,BGD,6/3/21,4,,
Bangladesh,BGD,7/3/21,4,,
Bangladesh,BGD,8/3/21,4,,
Bangladesh,BGD,9/3/21,4,,
Bangladesh,BGD,10/3/21,4,,
Bangladesh,BGD,11/3/21,4,,
Bangladesh,BGD,12/3/21,4,,
Bangladesh,BGD,13/3/21,4,,
Bangladesh,BGD,14/3/21,4,,
Bangladesh,BGD,15/3/21,4,,
Bangladesh,BGD,16/3/21,4,,
Bangladesh,BGD,17/3/21,4,,
Bangladesh,BGD,18/3/21,4,,
Bangladesh,BGD,19/3/21,4,,
Bangladesh,BGD,20/3/21,4,,
Bangladesh,BGD,21/3/21,4,,
Bangladesh,BGD,22/3/21,4,,
Bangladesh,BGD,23/3/21,4,,
Bangladesh,BGD,24/3/21,4,,
Bangladesh,BGD,25/3/21,4,,
Bangladesh,BGD,26/3/21,4,,
Bangladesh,BGD,27/3/21,4,,
Bangladesh,BGD,28/3/21,4,,
Bangladesh,BGD,29/3/21,4,,
Bangladesh,BGD,30/3/21,3,,
Bangladesh,BGD,31/3/21,3,,
Bangladesh,BGD,1/4/21,3,,
Bangladesh,BGD,2/4/21,3,,
Bangladesh,BGD,3/4/21,3,,
Bangladesh,BGD,4/4/21,3,,
Bangladesh,BGD,5/4/21,3,,
Bangladesh,BGD,6/4/21,3,,
Bangladesh,BGD,7/4/21,3,,
Bangladesh,BGD,8/4/21,3,,
Bangladesh,BGD,9/4/21,3,,
Bangladesh,BGD,10/4/21,3,,
Bangladesh,BGD,11/4/21,3,,
Bangladesh,BGD,12/4/21,3,,
Bangladesh,BGD,13/4/21,3,,
Bangladesh,BGD,14/4/21,3,,
Bangladesh,BGD,15/4/21,3,,
Bangladesh,BGD,16/4/21,3,,
Bangladesh,BGD,17/4/21,3,,
Bangladesh,BGD,18/4/21,3,,
Bangladesh,BGD,19/4/21,3,,
Bangladesh,BGD,20/4/21,3,,
Bangladesh,BGD,21/4/21,3,,
Bangladesh,BGD,22/4/21,3,,
Bangladesh,BGD,23/4/21,3,,
Bangladesh,BGD,24/4/21,3,,
Bangladesh,BGD,25/4/21,3,,
Bangladesh,BGD,26/4/21,3,,
Bangladesh,BGD,27/4/21,4,,
Bangladesh,BGD,28/4/21,4,,
Bangladesh,BGD,29/4/21,4,,
Bangladesh,BGD,30/4/21,4,,
Bangladesh,BGD,1/5/21,4,,
Bangladesh,BGD,2/5/21,4,,
Bangladesh,BGD,3/5/21,4,,
Bangladesh,BGD,4/5/21,4,,
Bangladesh,BGD,5/5/21,4,,
Bangladesh,BGD,6/5/21,4,,
Bangladesh,BGD,7/5/21,4,,
Bangladesh,BGD,8/5/21,4,,
Bangladesh,BGD,9/5/21,4,,
Bangladesh,BGD,10/5/21,4,,
Bangladesh,BGD,11/5/21,4,,
Bangladesh,BGD,12/5/21,4,,
Bangladesh,BGD,13/5/21,4,,
Bangladesh,BGD,14/5/21,4,,
Bangladesh,BGD,15/5/21,4,,
Bangladesh,BGD,16/5/21,4,,
Bangladesh,BGD,17/5/21,4,,
Bangladesh,BGD,18/5/21,4,,
Bangladesh,BGD,19/5/21,4,,
Bangladesh,BGD,20/5/21,4,,
Bangladesh,BGD,21/5/21,4,,
Bangladesh,BGD,22/5/21,4,,
Bangladesh,BGD,23/5/21,4,,
Bangladesh,BGD,24/5/21,4,,
Bangladesh,BGD,25/5/21,4,,
Bangladesh,BGD,26/5/21,4,,
Bangladesh,BGD,27/5/21,4,,
Bangladesh,BGD,28/5/21,4,,
Bangladesh,BGD,29/5/21,4,,
Bangladesh,BGD,30/5/21,4,,
Bangladesh,BGD,31/5/21,4,,
Bangladesh,BGD,1/6/21,4,,
Bangladesh,BGD,2/6/21,4,,
Bangladesh,BGD,3/6/21,4,,
Bangladesh,BGD,4/6/21,4,,
Bangladesh,BGD,5/6/21,4,,
Bangladesh,BGD,6/6/21,4,,
Bangladesh,BGD,7/6/21,4,,
Barbados,BRB,1/1/20,0,,
Barbados,BRB,2/1/20,0,,
Barbados,BRB,3/1/20,0,,
Barbados,BRB,4/1/20,0,,
Barbados,BRB,5/1/20,0,,
Barbados,BRB,6/1/20,0,,
Barbados,BRB,7/1/20,0,,
Barbados,BRB,8/1/20,0,,
Barbados,BRB,9/1/20,0,,
Barbados,BRB,10/1/20,0,,
Barbados,BRB,11/1/20,0,,
Barbados,BRB,12/1/20,0,,
Barbados,BRB,13/1/20,0,,
Barbados,BRB,14/1/20,0,,
Barbados,BRB,15/1/20,0,,
Barbados,BRB,16/1/20,0,,
Barbados,BRB,17/1/20,0,,
Barbados,BRB,18/1/20,0,,
Barbados,BRB,19/1/20,0,,
Barbados,BRB,20/1/20,0,,
Barbados,BRB,21/1/20,0,,
Barbados,BRB,22/1/20,0,,
Barbados,BRB,23/1/20,0,,
Barbados,BRB,24/1/20,0,,
Barbados,BRB,25/1/20,0,,
Barbados,BRB,26/1/20,0,,
Barbados,BRB,27/1/20,0,,
Barbados,BRB,28/1/20,0,,
Barbados,BRB,29/1/20,0,,
Barbados,BRB,30/1/20,0,,
Barbados,BRB,31/1/20,0,,
Barbados,BRB,1/2/20,0,,
Barbados,BRB,2/2/20,0,,
Barbados,BRB,3/2/20,0,,
Barbados,BRB,4/2/20,0,,
Barbados,BRB,5/2/20,0,,
Barbados,BRB,6/2/20,0,,
Barbados,BRB,7/2/20,0,,
Barbados,BRB,8/2/20,0,,
Barbados,BRB,9/2/20,0,,
Barbados,BRB,10/2/20,0,,
Barbados,BRB,11/2/20,0,,
Barbados,BRB,12/2/20,0,,
Barbados,BRB,13/2/20,0,,
Barbados,BRB,14/2/20,0,,
Barbados,BRB,15/2/20,0,,
Barbados,BRB,16/2/20,0,,
Barbados,BRB,17/2/20,0,,
Barbados,BRB,18/2/20,0,,
Barbados,BRB,19/2/20,0,,
Barbados,BRB,20/2/20,0,,
Barbados,BRB,21/2/20,0,,
Barbados,BRB,22/2/20,0,,
Barbados,BRB,23/2/20,0,,
Barbados,BRB,24/2/20,0,,
Barbados,BRB,25/2/20,0,,
Barbados,BRB,26/2/20,0,,
Barbados,BRB,27/2/20,0,,
Barbados,BRB,28/2/20,0,,
Barbados,BRB,29/2/20,0,,
Barbados,BRB,1/3/20,0,,
Barbados,BRB,2/3/20,0,,
Barbados,BRB,3/3/20,0,,
Barbados,BRB,4/3/20,0,,
Barbados,BRB,5/3/20,0,,
Barbados,BRB,6/3/20,0,,
Barbados,BRB,7/3/20,0,,
Barbados,BRB,8/3/20,0,,
Barbados,BRB,9/3/20,0,,
Barbados,BRB,10/3/20,0,,
Barbados,BRB,11/3/20,0,,
Barbados,BRB,12/3/20,0,,
Barbados,BRB,13/3/20,0,,
Barbados,BRB,14/3/20,0,,
Barbados,BRB,15/3/20,0,,
Barbados,BRB,16/3/20,0,,
Barbados,BRB,17/3/20,0,,
Barbados,BRB,18/3/20,0,,
Barbados,BRB,19/3/20,0,,
Barbados,BRB,20/3/20,0,,
Barbados,BRB,21/3/20,0,,
Barbados,BRB,22/3/20,0,,
Barbados,BRB,23/3/20,0,,
Barbados,BRB,24/3/20,0,,
Barbados,BRB,25/3/20,0,,
Barbados,BRB,26/3/20,0,,
Barbados,BRB,27/3/20,0,,
Barbados,BRB,28/3/20,0,,
Barbados,BRB,29/3/20,0,,
Barbados,BRB,30/3/20,0,,
Barbados,BRB,31/3/20,0,,
Barbados,BRB,1/4/20,0,,
Barbados,BRB,2/4/20,0,,
Barbados,BRB,3/4/20,0,,
Barbados,BRB,4/4/20,0,,
Barbados,BRB,5/4/20,0,,
Barbados,BRB,6/4/20,0,,
Barbados,BRB,7/4/20,0,,
Barbados,BRB,8/4/20,0,,
Barbados,BRB,9/4/20,0,,
Barbados,BRB,10/4/20,0,,
Barbados,BRB,11/4/20,1,,
Barbados,BRB,12/4/20,1,,
Barbados,BRB,13/4/20,1,,
Barbados,BRB,14/4/20,1,,
Barbados,BRB,15/4/20,2,,
Barbados,BRB,16/4/20,2,,
Barbados,BRB,17/4/20,2,,
Barbados,BRB,18/4/20,2,,
Barbados,BRB,19/4/20,2,,
Barbados,BRB,20/4/20,2,,
Barbados,BRB,21/4/20,2,,
Barbados,BRB,22/4/20,2,,
Barbados,BRB,23/4/20,2,,
Barbados,BRB,24/4/20,2,,
Barbados,BRB,25/4/20,2,,
Barbados,BRB,26/4/20,2,,
Barbados,BRB,27/4/20,2,,
Barbados,BRB,28/4/20,2,,
Barbados,BRB,29/4/20,2,,
Barbados,BRB,30/4/20,2,,
Barbados,BRB,1/5/20,2,,
Barbados,BRB,2/5/20,2,,
Barbados,BRB,3/5/20,2,,
Barbados,BRB,4/5/20,2,,
Barbados,BRB,5/5/20,2,,
Barbados,BRB,6/5/20,2,,
Barbados,BRB,7/5/20,2,,
Barbados,BRB,8/5/20,2,,
Barbados,BRB,9/5/20,2,,
Barbados,BRB,10/5/20,2,,
Barbados,BRB,11/5/20,2,,
Barbados,BRB,12/5/20,2,,
Barbados,BRB,13/5/20,2,,
Barbados,BRB,14/5/20,2,,
Barbados,BRB,15/5/20,2,,
Barbados,BRB,16/5/20,2,,
Barbados,BRB,17/5/20,2,,
Barbados,BRB,18/5/20,2,,
Barbados,BRB,19/5/20,2,,
Barbados,BRB,20/5/20,2,,
Barbados,BRB,21/5/20,2,,
Barbados,BRB,22/5/20,2,,
Barbados,BRB,23/5/20,2,,
Barbados,BRB,24/5/20,2,,
Barbados,BRB,25/5/20,2,,
Barbados,BRB,26/5/20,2,,
Barbados,BRB,27/5/20,2,,
Barbados,BRB,28/5/20,2,,
Barbados,BRB,29/5/20,2,,
Barbados,BRB,30/5/20,2,,
Barbados,BRB,31/5/20,2,,
Barbados,BRB,1/6/20,2,,
Barbados,BRB,2/6/20,2,,
Barbados,BRB,3/6/20,2,,
Barbados,BRB,4/6/20,2,,
Barbados,BRB,5/6/20,2,,
Barbados,BRB,6/6/20,2,,
Barbados,BRB,7/6/20,2,,
Barbados,BRB,8/6/20,2,,
Barbados,BRB,9/6/20,2,,
Barbados,BRB,10/6/20,2,,
Barbados,BRB,11/6/20,2,,
Barbados,BRB,12/6/20,2,,
Barbados,BRB,13/6/20,2,,
Barbados,BRB,14/6/20,2,,
Barbados,BRB,15/6/20,2,,
Barbados,BRB,16/6/20,2,,
Barbados,BRB,17/6/20,2,,
Barbados,BRB,18/6/20,2,,
Barbados,BRB,19/6/20,2,,
Barbados,BRB,20/6/20,2,,
Barbados,BRB,21/6/20,2,,
Barbados,BRB,22/6/20,2,,
Barbados,BRB,23/6/20,2,,
Barbados,BRB,24/6/20,2,,
Barbados,BRB,25/6/20,2,,
Barbados,BRB,26/6/20,2,,
Barbados,BRB,27/6/20,2,,
Barbados,BRB,28/6/20,2,,
Barbados,BRB,29/6/20,2,,
Barbados,BRB,30/6/20,2,,
Barbados,BRB,1/7/20,2,,
Barbados,BRB,2/7/20,2,,
Barbados,BRB,3/7/20,2,,
Barbados,BRB,4/7/20,2,,
Barbados,BRB,5/7/20,2,,
Barbados,BRB,6/7/20,2,,
Barbados,BRB,7/7/20,2,,
Barbados,BRB,8/7/20,2,,
Barbados,BRB,9/7/20,2,,
Barbados,BRB,10/7/20,2,,
Barbados,BRB,11/7/20,2,,
Barbados,BRB,12/7/20,2,,
Barbados,BRB,13/7/20,2,,
Barbados,BRB,14/7/20,2,,
Barbados,BRB,15/7/20,2,,
Barbados,BRB,16/7/20,2,,
Barbados,BRB,17/7/20,2,,
Barbados,BRB,18/7/20,2,,
Barbados,BRB,19/7/20,2,,
Barbados,BRB,20/7/20,2,,
Barbados,BRB,21/7/20,2,,
Barbados,BRB,22/7/20,2,,
Barbados,BRB,23/7/20,2,,
Barbados,BRB,24/7/20,2,,
Barbados,BRB,25/7/20,2,,
Barbados,BRB,26/7/20,2,,
Barbados,BRB,27/7/20,2,,
Barbados,BRB,28/7/20,2,,
Barbados,BRB,29/7/20,2,,
Barbados,BRB,30/7/20,2,,
Barbados,BRB,31/7/20,2,,
Barbados,BRB,1/8/20,2,,
Barbados,BRB,2/8/20,2,,
Barbados,BRB,3/8/20,2,,
Barbados,BRB,4/8/20,2,,
Barbados,BRB,5/8/20,2,,
Barbados,BRB,6/8/20,2,,
Barbados,BRB,7/8/20,2,,
Barbados,BRB,8/8/20,2,,
Barbados,BRB,9/8/20,2,,
Barbados,BRB,10/8/20,2,,
Barbados,BRB,11/8/20,2,,
Barbados,BRB,12/8/20,2,,
Barbados,BRB,13/8/20,2,,
Barbados,BRB,14/8/20,2,,
Barbados,BRB,15/8/20,2,,
Barbados,BRB,16/8/20,2,,
Barbados,BRB,17/8/20,2,,
Barbados,BRB,18/8/20,2,,
Barbados,BRB,19/8/20,2,,
Barbados,BRB,20/8/20,2,,
Barbados,BRB,21/8/20,2,,
Barbados,BRB,22/8/20,2,,
Barbados,BRB,23/8/20,2,,
Barbados,BRB,24/8/20,2,,
Barbados,BRB,25/8/20,2,,
Barbados,BRB,26/8/20,2,,
Barbados,BRB,27/8/20,2,,
Barbados,BRB,28/8/20,2,,
Barbados,BRB,29/8/20,2,,
Barbados,BRB,30/8/20,2,,
Barbados,BRB,31/8/20,2,,
Barbados,BRB,1/9/20,2,,
Barbados,BRB,2/9/20,2,,
Barbados,BRB,3/9/20,2,,
Barbados,BRB,4/9/20,2,,
Barbados,BRB,5/9/20,2,,
Barbados,BRB,6/9/20,2,,
Barbados,BRB,7/9/20,2,,
Barbados,BRB,8/9/20,2,,
Barbados,BRB,9/9/20,2,,
Barbados,BRB,10/9/20,2,,
Barbados,BRB,11/9/20,2,,
Barbados,BRB,12/9/20,2,,
Barbados,BRB,13/9/20,2,,
Barbados,BRB,14/9/20,2,,
Barbados,BRB,15/9/20,2,,
Barbados,BRB,16/9/20,2,,
Barbados,BRB,17/9/20,2,,
Barbados,BRB,18/9/20,2,,
Barbados,BRB,19/9/20,2,,
Barbados,BRB,20/9/20,2,,
Barbados,BRB,21/9/20,2,,
Barbados,BRB,22/9/20,2,,
Barbados,BRB,23/9/20,2,,
Barbados,BRB,24/9/20,2,,
Barbados,BRB,25/9/20,2,,
Barbados,BRB,26/9/20,2,,
Barbados,BRB,27/9/20,2,,
Barbados,BRB,28/9/20,2,,
Barbados,BRB,29/9/20,2,,
Barbados,BRB,30/9/20,2,,
Barbados,BRB,1/10/20,2,,
Barbados,BRB,2/10/20,2,,
Barbados,BRB,3/10/20,2,,
Barbados,BRB,4/10/20,2,,
Barbados,BRB,5/10/20,2,,
Barbados,BRB,6/10/20,2,,
Barbados,BRB,7/10/20,2,,
Barbados,BRB,8/10/20,2,,
Barbados,BRB,9/10/20,2,,
Barbados,BRB,10/10/20,2,,
Barbados,BRB,11/10/20,2,,
Barbados,BRB,12/10/20,2,,
Barbados,BRB,13/10/20,2,,
Barbados,BRB,14/10/20,2,,
Barbados,BRB,15/10/20,2,,
Barbados,BRB,16/10/20,2,,
Barbados,BRB,17/10/20,2,,
Barbados,BRB,18/10/20,2,,
Barbados,BRB,19/10/20,2,,
Barbados,BRB,20/10/20,2,,
Barbados,BRB,21/10/20,2,,
Barbados,BRB,22/10/20,2,,
Barbados,BRB,23/10/20,2,,
Barbados,BRB,24/10/20,2,,
Barbados,BRB,25/10/20,2,,
Barbados,BRB,26/10/20,2,,
Barbados,BRB,27/10/20,2,,
Barbados,BRB,28/10/20,2,,
Barbados,BRB,29/10/20,2,,
Barbados,BRB,30/10/20,2,,
Barbados,BRB,31/10/20,2,,
Barbados,BRB,1/11/20,2,,
Barbados,BRB,2/11/20,2,,
Barbados,BRB,3/11/20,2,,
Barbados,BRB,4/11/20,2,,
Barbados,BRB,5/11/20,2,,
Barbados,BRB,6/11/20,2,,
Barbados,BRB,7/11/20,2,,
Barbados,BRB,8/11/20,2,,
Barbados,BRB,9/11/20,2,,
Barbados,BRB,10/11/20,2,,
Barbados,BRB,11/11/20,2,,
Barbados,BRB,12/11/20,2,,
Barbados,BRB,13/11/20,2,,
Barbados,BRB,14/11/20,2,,
Barbados,BRB,15/11/20,2,,
Barbados,BRB,16/11/20,2,,
Barbados,BRB,17/11/20,2,,
Barbados,BRB,18/11/20,2,,
Barbados,BRB,19/11/20,2,,
Barbados,BRB,20/11/20,2,,
Barbados,BRB,21/11/20,2,,
Barbados,BRB,22/11/20,2,,
Barbados,BRB,23/11/20,2,,
Barbados,BRB,24/11/20,2,,
Barbados,BRB,25/11/20,2,,
Barbados,BRB,26/11/20,2,,
Barbados,BRB,27/11/20,2,,
Barbados,BRB,28/11/20,2,,
Barbados,BRB,29/11/20,2,,
Barbados,BRB,30/11/20,2,,
Barbados,BRB,1/12/20,2,,
Barbados,BRB,2/12/20,2,,
Barbados,BRB,3/12/20,2,,
Barbados,BRB,4/12/20,2,,
Barbados,BRB,5/12/20,2,,
Barbados,BRB,6/12/20,2,,
Barbados,BRB,7/12/20,2,,
Barbados,BRB,8/12/20,2,,
Barbados,BRB,9/12/20,2,,
Barbados,BRB,10/12/20,2,,
Barbados,BRB,11/12/20,2,,
Barbados,BRB,12/12/20,2,,
Barbados,BRB,13/12/20,2,,
Barbados,BRB,14/12/20,2,,
Barbados,BRB,15/12/20,2,,
Barbados,BRB,16/12/20,2,,
Barbados,BRB,17/12/20,2,,
Barbados,BRB,18/12/20,2,,
Barbados,BRB,19/12/20,2,,
Barbados,BRB,20/12/20,2,,
Barbados,BRB,21/12/20,2,,
Barbados,BRB,22/12/20,2,,
Barbados,BRB,23/12/20,2,,
Barbados,BRB,24/12/20,2,,
Barbados,BRB,25/12/20,2,,
Barbados,BRB,26/12/20,2,,
Barbados,BRB,27/12/20,2,,
Barbados,BRB,28/12/20,2,,
Barbados,BRB,29/12/20,2,,
Barbados,BRB,30/12/20,2,,
Barbados,BRB,31/12/20,2,,
Barbados,BRB,1/1/21,2,,
Barbados,BRB,2/1/21,2,,
Barbados,BRB,3/1/21,2,,
Barbados,BRB,4/1/21,2,,
Barbados,BRB,5/1/21,2,,
Barbados,BRB,6/1/21,2,,
Barbados,BRB,7/1/21,2,,
Barbados,BRB,8/1/21,2,,
Barbados,BRB,9/1/21,2,,
Barbados,BRB,10/1/21,2,,
Barbados,BRB,11/1/21,2,,
Barbados,BRB,12/1/21,2,,
Barbados,BRB,13/1/21,2,,
Barbados,BRB,14/1/21,2,,
Barbados,BRB,15/1/21,2,,
Barbados,BRB,16/1/21,2,,
Barbados,BRB,17/1/21,2,,
